Date,Total,China,Hong Kong,Macau,Taipei,Japan,South Korea,Viet Nam,Singapore,Australia,Malaysia,Cambodia,Philippines,Thailand,Nepal,Sri Lanka,India,USA,Canada,France,Finland,Germany,UAE
23-01-20,654,643,0,0,1,2,1,2,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0
24-01-20,941,920,0,0,3,2,2,2,3,0,0,0,0,5,0,0,0,2,0,2,0,0,0
25-01-20,1437,1406,0,3,3,2,2,2,3,0,3,0,0,7,1,0,0,2,0,3,0,0,0
26-01-20,2122,2075,0,4,4,4,3,2,4,4,4,0,0,8,1,0,0,5,1,3,0,0,0
27-01-20,2931,2877,0,4,5,4,4,2,5,5,4,1,0,8,1,1,0,5,1,3,0,1,0
28-01-20,5582,5509,0,4,8,7,4,2,7,5,4,1,0,14,1,1,0,5,2,4,0,4,0
29-01-20,6174,6087,0,7,8,7,4,2,7,6,7,1,0,14,1,1,0,6,2,5,1,4,4
30-01-20,8243,8141,0,8,9,11,4,2,10,9,8,1,1,14,1,1,1,6,2,5,1,4,4
31-01-20,9929,9802,0,8,10,15,11,2,13,9,8,1,1,19,1,1,1,8,4,5,1,5,4
01-02-20,12038,11891,0,8,10,20,12,6,16,12,8,1,1,19,1,1,1,8,4,6,1,8,4
02-02-20,16787,16630,0,8,10,20,15,6,18,12,8,1,2,19,1,1,2,8,4,6,1,10,5
03-02-20,19881,19716,0,8,10,20,15,8,18,12,8,1,2,19,1,1,3,11,4,6,1,12,5
04-02-20,23893,23707,0,10,11,22,16,8,24,13,10,1,2,25,1,1,3,11,4,6,1,12,5
05-02-20,27639,27440,0,12,11,23,19,8,28,13,12,1,2,25,1,1,3,11,5,6,1,12,5
06-02-20,30799,30587,0,12,16,23,23,10,28,14,12,1,2,25,1,1,3,12,5,6,1,12,5
07-02-20,34330,34110,0,12,16,23,24,10,30,15,12,1,3,25,1,1,3,12,7,6,1,13,5
08-02-20,37064,36814,0,16,17,24,24,13,33,15,16,1,3,32,1,1,3,12,7,11,1,13,7
09-02-20,40089,39829,0,16,18,24,25,13,40,15,16,1,3,32,1,1,3,12,7,11,1,14,7
10-02-20,42629,42354,0,18,18,26,27,14,45,15,18,1,3,32,1,1,3,12,7,11,1,14,8
11-02-20,44670,44386,0,18,18,27,28,15,47,15,18,1,3,33,1,1,3,13,7,11,1,16,8
12-02-20,45047,44759,0,18,18,28,28,15,50,15,18,1,3,33,1,1,3,13,7,11,1,16,8
13-02-20,60200,59895,0,19,18,33,28,16,58,15,19,1,3,33,1,1,3,14,7,11,1,16,8
14-02-20,66682,66358,0,19,18,43,28,16,67,15,19,1,3,33,1,1,3,14,7,11,1,16,8
15-02-20,68760,68413,0,22,18,54,28,16,72,15,22,1,3,33,1,1,3,14,7,12,1,16,8
16-02-20,70874,70513,0,22,20,60,29,16,75,15,22,1,3,34,1,1,3,14,7,12,1,16,9
17-02-20,72809,72434,0,22,22,67,30,16,77,15,22,1,3,35,1,1,3,14,8,12,1,16,9
18-02-20,74603,74211,0,22,22,79,31,16,81,15,22,1,3,35,1,1,3,14,8,12,1,16,9
19-02-20,75021,74619,0,22,23,85,31,16,84,15,22,1,3,35,1,1,3,14,8,12,1,16,9
20-02-20,75563,75077,0,22,24,95,104,16,84,15,22,1,3,35,1,1,3,14,8,12,1,16,9
21-02-20,76159,75550,0,22,26,112,204,16,85,15,22,1,3,35,1,1,3,16,9,12,1,16,9
22-02-20,77868,77001,0,22,26,137,433,16,85,15,22,1,3,35,1,1,3,16,9,12,1,16,13
23-02-20,78076,77022,0,22,28,149,602,16,89,15,22,1,3,35,1,1,3,16,9,12,1,16,13
24-02-20,78540,77241,0,22,30,160,833,16,89,15,22,1,3,35,1,1,3,16,10,12,1,16,13
25-02-20,79219,77754,0,22,31,173,977,16,91,15,22,1,3,37,1,1,3,16,11,14,1,17,13
26-02-20,79955,78166,0,22,32,192,1261,16,93,15,22,1,3,40,1,1,3,16,11,18,2,27,13
27-02-20,80964,78600,0,23,32,218,1766,16,93,15,23,1,3,40,1,1,3,17,13,38,2,46,13
28-02-20,81912,78928,0,23,34,236,2337,16,93,15,23,1,3,41,1,1,3,17,14,57,2,48,19
29-02-20,83282,79356,0,25,39,245,3150,16,102,25,25,1,3,42,1,1,3,25,20,100,3,79,21
01-03-20,84568,79932,0,29,40,259,3736,16,106,27,29,1,3,42,1,1,3,32,24,130,6,130,21
02-03-20,85515,80136,0,29,41,278,4335,16,108,30,29,1,3,43,1,1,5,55,27,191,6,159,21
03-03-20,86615,80261,0,36,42,298,5186,16,110,39,36,1,3,43,1,1,5,74,30,204,6,196,27
04-03-20,87460,80386,0,50,42,333,5621,16,110,52,50,1,3,43,1,1,28,107,33,288,6,262,27
05-03-20,88529,80537,0,50,44,365,6088,16,117,55,50,1,3,47,1,1,30,184,37,380,12,482,29
06-03-20,89863,80690,0,83,45,420,6593,16,130,60,83,1,5,48,1,1,31,237,49,656,15,670,29
07-03-20,91095,80770,0,93,45,466,7041,18,138,63,93,1,6,50,1,1,34,403,54,959,15,799,45
08-03-20,92065,80823,0,99,45,499,7314,30,150,76,99,2,10,50,1,1,39,519,64,1136,23,1040,45
09-03-20,92673,80860,0,117,45,527,7478,30,150,91,117,2,20,50,1,1,43,594,77,1219,30,1176,45
10-03-20,93960,80887,0,129,47,585,7513,31,160,107,129,2,33,53,1,1,56,782,79,1794,40,1457,74
11-03-20,95773,80921,2,149,48,640,7755,38,178,128,149,3,49,59,1,2,62,1147,108,2293,59,1908,74
12-03-20,96610,80932,2,149,49,696,7869,39,178,128,149,3,52,70,1,2,73,1586,117,2293,59,2078,85
13-03-20,100791,80945,2,197,50,733,7979,47,200,200,197,5,64,75,1,6,82,2219,193,3681,155,3675,85
14-03-20,103784,80977,2,238,53,795,8086,53,212,250,238,7,111,82,1,10,102,2978,198,4496,225,4585,85
15-03-20,106014,81003,3,428,59,826,8162,56,226,297,428,7,140,114,1,18,113,3212,252,4532,244,5795,98
16-03-20,111866,81033,6,566,67,843,8236,61,243,377,566,7,142,147,1,28,119,4679,415,6683,277,7272,98
17-03-20,117451,81058,8,673,77,893,8320,66,266,452,673,33,187,177,1,44,142,6512,478,7715,321,9257,98
18-03-20,125471,81102,9,790,100,928,8413,75,313,568,790,35,202,212,1,51,156,9169,657,9124,336,12327,113
19-03-20,135794,81156,12,900,108,968,8565,85,345,681,900,37,217,272,1,60,194,13663,800,10970,400,15320,140
20-03-20,149500,81250,24,1030,135,1022,8652,91,385,791,1030,51,230,322,1,73,244,20030,943,12758,450,19848,140
21-03-20,161136,81305,24,1183,153,1059,8799,94,432,1071,1183,53,307,411,1,77,330,26025,1277,14463,523,22213,153
22-03-20,176185,81435,26,1306,169,1104,8961,113,455,1549,1306,84,380,599,1,82,396,34855,1469,16243,626,24873,153
23-03-20,197297,81498,30,1518,195,1144,8961,123,509,1682,1518,87,462,721,2,97,499,46086,2088,20123,700,29056,198
24-03-20,216320,81591,30,1624,215,1217,9037,134,558,2044,1624,91,552,827,2,102,536,56698,2790,22622,792,32986,248
25-03-20,237699,81661,36,1796,235,1314,9137,141,631,2364,1796,96,636,934,3,102,657,68773,3251,25600,880,37323,333
26-03-20,268570,81782,52,2031,252,1416,9241,153,683,2810,2031,96,707,1045,3,106,727,86613,4042,29551,958,43938,333
27-03-20,300183,81897,68,2161,267,1530,9332,163,732,3143,2161,99,803,1136,4,106,887,105293,4682,33402,1041,50871,405
28-03-20,334274,81999,95,2320,283,1728,9478,174,802,3640,2320,99,1075,1245,5,113,987,124900,5576,38105,1167,57695,468
29-03-20,362703,82122,110,2470,298,1907,9583,188,844,3984,2470,103,1418,1388,5,117,1024,143779,6280,40708,1240,62095,570
30-03-20,396832,82198,139,2626,306,2001,9661,203,879,4361,2626,107,1546,1524,5,122,1251,165861,7398,45170,1352,66885,611
31-03-20,438822,82279,141,2766,322,2255,9786,212,926,4559,2766,109,2084,1651,5,143,1397,192177,8527,52827,1418,71808,664
01-04-20,479021,82361,172,2908,329,2535,9887,218,1000,4862,2908,109,2311,1771,5,146,1998,218060,9560,57749,1446,77872,814
02-04-20,522728,82432,219,3116,339,2818,9976,233,1049,5116,3116,110,2633,1875,6,151,2543,248447,11284,59929,1518,84794,1024
03-04-20,569580,82511,222,3333,348,3154,10062,237,1114,5330,3333,114,3018,1978,6,159,2567,280417,12437,65202,1615,91159,1264
04-04-20,614709,82543,264,3483,355,3525,10156,240,1189,5550,3483,114,3094,2067,9,166,3082,313432,12978,69500,1882,96092,1505
05-04-20,653855,82602,268,3662,363,3876,10237,241,1309,5687,3662,114,3246,2169,9,176,3588,341629,15756,71412,1927,100123,1799
06-04-20,695026,82665,298,3793,373,4110,10284,245,1375,5797,3793,114,3660,2220,9,178,4778,371802,16563,75343,2176,103374,2076
07-04-20,737985,82718,305,3963,376,4485,10331,249,1481,5895,3963,115,3764,2258,9,185,5311,403212,17872,79163,2308,107663,2359
08-04-20,783543,82809,312,4119,379,5020,10384,251,1623,6010,4119,117,3870,2369,9,189,5916,435407,19141,83057,2487,113296,2659
09-04-20,831699,82883,343,4228,380,5614,10423,255,1910,6108,4228,119,4076,2423,9,190,6725,469989,20654,87366,2605,118181,2990
10-04-20,877832,82941,382,4346,382,6250,10450,257,2108,6215,4346,119,4195,2473,9,190,7598,503474,22059,91738,2769,122171,3360
11-04-20,917371,83014,392,4530,385,6951,10480,258,2299,6303,4530,120,4428,2518,9,198,8446,532782,23316,94863,2905,124908,3736
12-04-20,977794,83134,393,4683,388,7473,10512,262,2532,6315,4683,122,4648,2551,12,210,9205,559709,24299,121712,2974,127854,4123
13-04-20,1014047,83213,397,4817,393,7773,10537,265,2918,6351,4817,122,4932,2579,14,217,10453,585518,25680,125394,3064,130072,4521
14-04-20,1053483,83306,407,4987,393,8277,10564,266,3252,6415,4987,122,5223,2613,16,233,11487,614082,27035,130365,3161,131359,4933
15-04-20,1094336,83356,419,5072,395,8835,10591,267,3699,6440,5072,122,5453,2643,16,238,12322,644247,28209,133585,3237,134753,5365
16-04-20,1147318,83403,426,5182,395,9398,10613,268,4427,6462,5182,122,5660,2672,16,238,13430,675648,30809,146075,3369,137698,5825
17-04-20,1191261,83760,442,5251,395,9958,10635,268,5050,6522,5251,122,5878,2700,30,244,14352,708317,32814,148084,3489,141397,6302
18-04-20,1226241,83787,457,5305,398,10548,10653,268,5992,6568,5305,122,6087,2733,31,254,15722,736244,34356,148086,3681,143342,6302
19-04-20,1263904,83805,472,5389,420,10914,10661,268,6588,6610,5389,122,6259,2765,31,271,17615,761933,35633,153011,3783,145184,6781
20-04-20,1302252,83817,477,5425,422,11258,10674,268,8014,6623,5425,122,6459,2792,31,304,18539,790353,37658,155393,3868,147065,7265
21-04-20,1338106,83853,494,5482,425,11641,10683,268,9125,6645,5482,122,6599,2811,43,310,20080,816413,39402,158168,4014,148291,7755
22-04-20,1373448,83868,510,5532,426,12037,10694,268,10141,6652,5532,122,6710,2826,45,330,21370,845727,41663,155980,4129,150648,8238
23-04-20,1417438,83884,519,5603,427,12469,10708,268,11178,6662,5603,122,6981,2839,48,368,23077,878911,43299,158303,4284,153129,8756
24-04-20,1460322,83899,591,5691,428,12854,10718,270,12075,6677,5691,122,7192,2907,49,420,24530,912662,44919,159952,4395,154999,9281
25-04-20,1500185,83909,627,5742,429,13186,10728,270,12693,6694,5742,122,7294,2907,49,460,26283,944234,46371,161644,4475,156513,9813
26-04-20,1534393,83912,627,5780,429,13405,10738,270,13624,6714,5780,122,7579,2922,52,523,27890,971078,48033,162220,4576,157770,10349
27-04-20,1567447,83918,661,5820,429,13576,10752,270,14423,6721,5820,122,7777,2931,52,588,29451,994265,49616,165963,4695,158758,10839
28-04-20,1601535,83940,702,5851,429,13860,10761,270,14951,6744,5851,122,7958,2938,54,619,31324,1018926,51150,169053,4740,159912,11380
29-04-20,1634073,83944,738,5945,429,14076,10765,270,15641,6752,5945,122,8212,2947,57,649,33062,1046737,52865,166543,4906,161539,11929
30-04-20,1671035,83956,771,6002,429,14284,10774,270,16169,6766,6002,122,8488,2954,57,663,34863,1076224,54457,167299,4995,163009,12481
